"open","high","low","volume","average_volume_2_weeks","average_volume","high_52_weeks","dividend_yield","float","low_52_weeks","market_cap","pb_ratio","pe_ratio","shares_outstanding","ceo","headquarters_city","headquarters_state","sector","industry","num_employees","year_founded","symbol"
36.42,36.88,35.84,1929807,2923600.9,2923600.9,41.78,3.35758,232745741.632,19.54,8894530280,5.71524,2.1875,244087000,"Mauricio Gutierrez","Princeton","New Jersey","Utilities","Electric Utilities",4577,1989,"NRG"
43.25,43.88,42.3,2000187,2297026.6,2297026.6,58.7,3.7355,299085475.19,27.525,12813294250,1.27642,16.7776,301135000,"Leon J. Topalian","Charlotte","North Carolina","Non-Energy Minerals","Steel",26800,1905,"NUE"
336.29,350.42,335.23,18402526,21341627.4,21341627.4,367.27,0.18353,588922252.245,132.6,208826029800,16.372,65.1198,615135000,"Jen-Hsun Huang","Santa Clara","California","Electronic Technology","Semiconductors",13775,1993,"NVDA"
3353.09,3400,3212.62,29617,33871.9,33871.9,4071.13,NA,3475356.6276,2043.01,11853749536.2,4.74319,14.7062,3680820,"Paul C. Saville","Reston","Virginia","Consumer Durables","Homebuilding",5700,1980,"NVR"
415,417.63,411.29,451610,747305.8,747305.8,454.31,NA,72971706.9392,251.515,30664822128,75.9575,22.4072,74225600,"Gregory D. Johnson","Springfield","Missouri","Retail Trade","Specialty Stores",82167,1957,"ORLY"
14.4,14.43,13.555,39904916,34147932.2,34147932.2,54.05,21.9444,897961458.87,9,12276245520,0.601877,NA,900018000,"Vicki A. Hollub","Houston","Texas","Energy Minerals","Oil & Gas Production",14400,1920,"OXY"
166.18,169.06,164.61,810726,924879.6,924879.6,169.06,0.36541,105014412.06,87.246667,19553419440,6.43143,32.0672,117948000,"Greg C. Gantt","Thomasville","North Carolina","Transportation","Trucking",20105,1934,"ODFL"
57.8,57.81,55.04,2072779,2992984.7,2992984.7,85.05,4.8068,212451737.482,46.37,11821993110,4.73548,8.89653,214283000,"John D. Wren","New York","New York","Commercial Services","Advertising/Marketing Services",70000,1944,"OMC"
37.99,38.21,36.595,5023423,6116181.8,6116181.8,78.48,9.94681,410857333.224,12.16,15430452960,2.7986,19.5284,413907000,"Terry K. Spencer","Tulsa","Oklahoma","Industrial Services","Oil & Gas Pipelines",2882,1906,"OKE"
53.64,54.145,53.22,9449699,13565064.2,13565064.2,60.5,1.81887,2007884386,39.71,169094959600,11.7202,16.6158,3153580000,"Safra Ada Catz","Redwood City","California","Technology Services","Packaged Software",136000,1977,"ORCL"
52.81,52.95,50.93,4213861,4411429.1,4411429.1,54.7,1.57202,433074669.21,41.26,22069705840,-4.7054,19.7501,433079000,"Judith F. Marks","Farmington","Connecticut","Producer Manufacturing","Building Products",69000,1853,"OTIS"
75.16,75.46,73.44,1951660,2495509.9,2495509.9,83.41,1.76454,339347991.123,49.11,25585526635,2.60206,11.8971,345727000,"Preston R. Feight","Bellevue","Washington","Producer Manufacturing","Trucks/Construction/Farm Machinery",27000,1905,"PCAR"
102.97,102.97,99.99,814871,667272.3,667272.3,114.78,3.21269,93330910.9252,71.05,9645512760,2.96026,14.3491,94842800,"Mark W. Kowlzan","Lake Forest","Illinois","Process Industries","Containers/Packaging",15500,1959,"PKG"
185.2,185.2,178.48,1960639,1567792.1,1567792.1,215.94,1.95958,127673819.053,93,22953871660,3.65815,17.6582,128363000,"Thomas L. Williams","Cleveland","Ohio","Producer Manufacturing","Industrial Machinery",55610,1918,"PH"
71.75,73,71.27,2998160,3072818.9,3072818.9,90.535,3.5771,320002835.915,47.8727,25856177200,9.01105,22.5816,358715000,"Martin Mucci","Rochester","New York","Technology Services","Data Processing Services",10692,1971,"PAYX"
287.06,298.5,285.05,798836,1082822,1082822,342,NA,48897564.9773,163.42,16495360651,27.578,85.46,57433100,"Chad R. Richison","Oklahoma City","Oklahoma","Technology Services","Packaged Software",3765,1998,"PAYC"
145.44,151.94,145,10048888,9386430.5,9386430.5,154.55,NA,1114038311.36,82.07,174676484200,10.7992,93.0262,1173980000,"Daniel H. Schulman","San Jose","California","Technology Services","Data Processing Services",23200,1998,"PYPL"
40.73,40.83,39.25,1758925,1114764.4,1114764.4,47.43,1.94473,165191862.675,22.01,6516307000,3.42221,17.553,165725000,"John L. Stauch","London","Greater London","Producer Manufacturing","Miscellaneous Manufacturing",9500,2013,"PNR"
12.32,12.41,11.565,3470875,3966101.9,3966101.9,17.22,6.13811,421301927.826,9.37,4938772540,0.666478,9.2559,424658000,"John P. Barnes","Bridgeport","Connecticut","Finance","Major Banks",6499,2006,"PBCT"
131.24,132.73,130.13,4972329,7785980.2,7785980.2,147.2,3.15222,1382596575,101.42,183552375000,13.3845,25.1766,1387500000,"Ramon Luis Laguarta","Purchase","New York","Consumer Non-Durables","Beverages: Non-Alcoholic",267000,1965,"PEP"
100.36,101.26,99.2,624221,1171546.9,1171546.9,102.455,0.28724,110417944.274,62.91,11060629800,3.93156,48.1573,111386000,"Prahlad Ramadhar Singh","Waltham","Massachusetts","Health Technology","Medical Specialties",13000,1937,"PKI"
55.5,56.26,54.92,538309,879482.4,879482.4,63.86,1.64024,136046235.459,40.01,7501304390,1.29248,39.8967,136313000,"Murray S. Kessler","Dublin","Dublin","Health Technology","Pharmaceuticals: Other",11200,1887,"PRGO"
37.84,38.44,37.72,21369291,22198455.3,22198455.3,44.5613,4.05441,5549358492.45,27.88,212083409400,3.20178,13.4132,5554830000,"Albert Bourla","New York","New York","Health Technology","Pharmaceuticals: Major",88300,1849,"PFE"
74.62,75,73.47,5526400,5751847.5,5751847.5,90.17,6.33203,1553534586.83,56.01,114464626300,-8.8429,15.0634,1557130000,"André Calantzopoulos","New York","New York","Consumer Non-Durables","Tobacco",73500,1847,"PM"
81.9,82.02,78.205,4129407,3599162.8,3599162.8,119.92,4.40475,435854924.35,40.04,34305188000,1.66992,119.576,436675000,"Greg C. Garland","Houston","Texas","Energy Minerals","Oil Refining/Marketing",14500,NA,"PSX"
76.7,77.4,75.64,1228669,1421985.1,1421985.1,105.51,4.21038,112219754.503,60.05,8645087050,1.52897,15.2267,112493000,"Jeffrey B. Guldner","Phoenix","Arizona","Utilities","Electric Utilities",97,1985,"PNW"
93.87,96.65,91.91,1847868,3114261.3,3114261.3,159.01,2.34742,162642789.979,48.62,15256422020,1.28022,22.4937,164863000,"Scott Douglas Sheffield","Irving","Texas","Energy Minerals","Oil & Gas Production",2323,1997,"PXD"
117.62,117.62,114.35,2998364,4779063.6,4779063.6,161.79,4.19861,423091163.7,79.41,49129308000,0.942968,10.204,424260000,"William Stanton Demchak","Pittsburgh","Pennsylvania","Finance","Major Banks",51918,1983,"PNC"
103.175,103.175,100.93,2027988,2166501.2,2166501.2,134.36,2.04,235614412.716,69.77,24215136720,4.9952,20.2992,235923000,"Michael H. McGarry","Pittsburgh","Pennsylvania","Process Industries","Industrial Specialties",47600,1883,"PPG"
27.1,27.79,26.95,6211771,6057272.3,6057272.3,36.83,6.31659,768277372.388,18.12,21094884160,1.52481,10.7152,768764000,"William Harold Spence","Allentown","Pennsylvania","Utilities","Electric Utilities",12280,1994,"PPL"
41.63,41.65,40.37,2148332,1633821.8,1633821.8,60.81,5.72451,272432657.812,23.31,11173814400,0.828831,8.75254,273868000,"Daniel Joseph Houston","Des Moines","Iowa","Finance","Investment Managers",17601,1879,"PFG"
115.55,116.99,114.8995,6593212,9155127.9,9155127.9,128.09,2.82317,2473709000.8,94.34,287322778400,6.21295,63.3117,2475640000,"David S. Taylor","Cincinnati","Ohio","Consumer Non-Durables","Household/Personal Care",97000,1837,"PG"
77,77.46,75.91,2484724,4170469.5,4170469.5,84.96,0.53959,583303889.714,62.18,44827973820,3.28822,12.2307,585298000,"Susan Patricia Griffith","Mayfield Village","Ohio","Finance","Property/Casualty Insurance",41571,1965,"PGR"
93.34,93.34,91.24,2616869,3480655,3480655,99.787,2.52833,734146815.09,59.82,68725055100,2.567,35.1275,738582000,"Hamid R. Moghadam","San Francisco","California","Finance","Real Estate Investment Trusts",1712,1991,"PLD"
64.23,64.33,61.64,2497088,3354184.7,3354184.7,103.56,6.96203,393853710,38.62,24430750000,0.411786,8.76329,3.95e+08,"Charlie F. Lowrey","Newark","New Jersey","Finance","Financial Conglomerates",51511,1875,"PRU"
50.56,51.33,49.82,2991316,3459678.3,3459678.3,63.88,3.96761,504638037.064,34.75,25776630810,1.63274,17.3919,505127000,"Ralph Izzo","Newark","New Jersey","Utilities","Electric Utilities",7130,1903,"PEG"
198.36,201.3,197,758056,1077037.7,1077037.7,266.76,4.15628,151894068.242,155.37,35166603670,6.71723,26.1529,174793000,"Joseph D. Russell","Glendale","California","Finance","Real Estate Investment Trusts",5900,1972,"PSA"
36.99,37.05,34.22,3688491,4554953.9,4554953.9,47.37,1.31687,265141440.816,17.12,9227007090,1.76733,9.54964,268149000,"Ryan R. Marshall","Atlanta","Georgia","Consumer Durables","Homebuilding",5245,1950,"PHM"
53.97,54,49.0501,1947524,2059445.6,2059445.6,108.06,0.30297,70302709.5147,28.4,3515642676,0.669876,9.62673,70937100,"Emanuel Chirico","New York","New York","Consumer Non-Durables","Apparel/Footwear",21500,1881,"PVH"
104.85,105.395,100.11,1334266,1654748.4,1654748.4,122.3652,NA,114026091.22,60.15,11561745180,2.75597,36.8265,114734000,"Robert A. Bruggeworth","Greensboro","North Carolina","Electronic Technology","Semiconductors",7900,2013,"QRVO"
37.69,37.99,36.54,1146623,1562479.3,1562479.3,44.09,0.55127,135492824.45,23.77,5039256670,1.31745,16.7197,137647000,"Earl C. Austin","Houston","Texas","Industrial Services","Engineering & Construction",40300,1997,"PWR"
80.36,81.48,77.74,11169685,12201616.4,12201616.4,96.17,3.33248,1122366284.53,58,87868282300,28.8764,23.1342,1124930000,"Steven M. Mollenkopf","San Diego","California","Electronic Technology","Telecommunications Equipment",37000,1985,"QCOM"
116.6805,119.84,115.415,1504533,1629569.9,1629569.9,125,1.9867,132986176.636,73.02,15789737240,2.67076,19.4059,133732000,"Stephen H. Rusckowski","Secaucus","New Jersey","Health Services","Services to the Health Industry",47000,1969,"DGX"
80.88,83.1,78.64,1566973,1918169.6,1918169.6,128.29,3.37962,47807948.6976,59.82,5899468764,2.17734,16.2475,73761800,"Patrice Jean Louis Louvet","New York","New York","Retail Trade","Apparel/Footwear Retail",24300,1967,"RL"
74.43,74.43,70.42,615588,1272460.8,1272460.8,102.45,2.02795,121324506.78,54.21,9686721390,1.46848,10.8176,137031000,"Paul C. Reilly","St. Petersburg","Florida","Finance","Investment Banks/Brokers",18910,1962,"RJF"
68.31,68.4,66.1572,12689154,15489155.9,15489155.9,104.233699,2.94711,865351671.065,45.407844,58266919550,1.4169,13.5721,866165000,"Gregory J. Hayes","Waltham","Massachusetts","Electronic Technology","Aerospace & Defense",243200,NA,"RTX"
56.09,56.12,54.49,4620749,3465850.6,3465850.6,84.92,5.03875,342821203.488,38,19128271200,1.89397,38.3483,343416000,"Sumit Roy","San Diego","California","Finance","Real Estate Investment Trusts",194,1969,"O"
46.71,46.71,44.17,1657956,1987237.4,1987237.4,70.26,5.27482,167649259.941,31.8,7580720010,1.21367,61.188,169629000,"Lisa Palmer","Jacksonville","Florida","Finance","Real Estate Investment Trusts",450,1963,"REG"
547.24,583.03,546.13,7862917,2414990.1,2414990.1,583.54,NA,84699153.63,271.37,65061328273.7,5.03034,27.3384,112521970,"Leonard S. Schleifer","Tarrytown","New York","Health Technology","Biotechnology",8100,1988,"REGN"
12.2,12.22,11.45,12180783,12326968.4,12326968.4,17.54,5.65693,953127021,6.94,11005500000,0.700128,8.55715,9.57e+08,"John M. Turner","Birmingham","Alabama","Finance","Major Banks",19564,1970,"RF"
84.84,85.49,83.94,1059327,1330486.9,1330486.9,100.91,1.95723,317775644.28,65.37,27021505680,3.24362,24.5012,318312000,"Donald W. Slager","Phoenix","Arizona","Industrial Services","Environmental Services",36000,1996,"RSG"
154.78,160.39,154.195,541069,659161.4,659161.4,177.99,0.97208,143410690.412,108.85,22976171760,10.2886,45.5095,144668000,"Michael J. Farrell","San Diego","California","Health Technology","Medical Specialties",7240,1989,"RMD"
52.38,52.45,51.23,993079,1297148.9,1297148.9,63.97,2.68934,111209093.188,32.38,5893980860,5.09026,13.4384,114602000,"Michael Keith Waddell","Menlo Park","California","Commercial Services","Personnel Services",205600,1948,"RHI"
220,221.31,216.02,1095954,1440139.3,1440139.3,221.31,1.88976,115030142.304,115.38,25064313600,40.2726,35.5883,115824000,"Blake D. Moret","Milwaukee","Wisconsin","Producer Manufacturing","Electrical Products",23000,1928,"ROK"
40.02,40.555,39.96,1666695,2657450.1,2657450.1,42.8,0.82072,141837236.046,30.72,13136901360,15.9671,63.0906,327767000,"Gary W. Rollins","Atlanta","Georgia","Consumer Services","Other Consumer Services",14952,1948,"ROL"
380.24,388.54,377.18,567254,683860.2,683860.2,395,0.55362,102719757.798,240,39851466810,4.03043,23.773,104397000,"Laurence Neil Hunn","Sarasota","Florida","Electronic Technology","Electronic Equipment/Instruments",16460,1981,"ROP"
96.245,100.6,94.73,3969624,3583975.4,3583975.4,124.16,1.25426,347412826.494,56.3,34923880490,10.0472,36.6397,355387000,"Barbara Rentler","Dublin","California","Retail Trade","Apparel/Footwear Retail",92500,1957,"ROST"
53.42,54.69,51.332,21539510,24647435.6,24647435.6,135.315,6.2954,170474357.295,19.25,10825204500,1.01412,58.4158,209385000,"Richard D. Fain","Miami","Florida","Consumer Services","Hotels/Resorts/Cruise lines",85400,1968,"RCL"
317.5,323.52,314.8,1928628,1419790.6,1419790.6,323.52,0.85804,240567558,186.055,76798920000,-303.9469,32.6299,240900000,"Douglas L. Peterson","New York","New York","Commercial Services","Financial Publishing/Services",22500,1917,"SPGI"
179.88,184.8,177.21,10363612,7225889.4,7225889.4,195.72,NA,863590218.864,115.29,162883513200,4.65198,1191.09,899412000,"Marc Russell Benioff","San Francisco","California","Technology Services","Packaged Software",49000,1999,"CRM"
304,313.37,304,564469,732523.6,732523.6,317.11,0.63375,110449030.625,203.1,34680771250,-7.8268,NA,111625000,"Jeffrey A. Stoops","Boca Raton","Florida","Finance","Real Estate Investment Trusts",1475,1989,"SBAC"
19.17,19.36,18.64,10378422,15630076.3,15630076.3,41.4,2.71739,1384863679.37,11.87,26076949900,1.64101,NA,1387810000,"Olivier Le Peuch","Houston","Texas","Industrial Services","Oilfield Services/Equipment",105000,1926,"SLB"
52.17,52.4388,51.27,1795402,2104556.6,2104556.6,64.17,5.07812,255451710.5,39.02,13180260000,7.34286,7.64933,256625000,"William David Mosley","Dublin","Dublin","Electronic Technology","Computer Peripherals",40500,1978,"STX"
33.395,33.395,32.085,718801,1268625,1268625,45.86,2.00816,154488541.446,17.06,5005961280,-28.0854,14.3766,155658000,"Edward L. Doheny","Charlotte","North Carolina","Process Industries","Containers/Packaging",16500,1960,"SEE"
127.2,127.775,125.68,1324298,1697564.4,1697564.4,161.87,3.33786,292133647.409,88,37247944270,2.04755,15.6863,292393000,"Jeffrey Walker Martin","San Diego","California","Utilities","Gas Distributors",13969,1996,"SRE"
369.565,386.65,369.01,1545540,2351281.6,2351281.6,396.15,NA,189123063.84,213.99,72082297920,32.0347,111.526,190704000,"William R. McDermott","Santa Clara","California","Technology Services","Information Technology Services",10371,2004,"NOW"
588.75,595.925,585.87,548779,599746.5,599746.5,599.95,0.9196,81200442.4,325.43,53572908000,16.0906,33.6654,90800000,"John George Morikis","Cleveland","Ohio","Process Industries","Industrial Specialties",61111,1866,"SHW"
63.49,63.74,58.88,7864678,9436403.9,9436403.9,168.69,13.2141,302582212.803,42.25,18268861250,7.80645,9.85112,305755000,"David E. Simon","Indianapolis","Indiana","Finance","Real Estate Investment Trusts",4500,1993,"SPG"
118.76,120.25,114.7301,1999179,2019457.4,2019457.4,128.48,1.49507,166231386.336,66.29,19264552920,4.75961,25.5319,166836000,"Liam K. Griffin","Irvine","California","Electronic Technology","Semiconductors",9000,1962,"SWKS"
45,45,42.3344,2524516,2965558.6,2965558.6,96.39,8.03815,76177414.3466,35.16,3360809926,0.66857,11.5691,76538600,"Marc Holliday","New York","New York","Finance","Real Estate Investment Trusts",1033,1997,"SLG"
137.82,137.82,133.74,578023,739454.4,739454.4,172.61,3.15328,53611504.2112,90.72,7269874250,2.1962,11.6613,54354200,"Nicholas T. Pinchuk","Kenosha","Wisconsin","Consumer Durables","Tools & Hardware",12800,1920,"SNA"
55.65,57.045,55.52,4551371,6157665.8,6157665.8,71.1,4.6835,1054180707.4,41.96,60094683600,2.08182,16.4644,1055960000,"Thomas A. Fanning","Atlanta","Georgia","Utilities","Electric Utilities",27943,1945,"SO"
33.855,34.09,32.34,24801066,29774106.6,29774106.6,58.83,2.61248,587092699.074,22.465,19184514300,1.82358,9.58161,589386000,"Gary C. Kelly","Dallas","Texas","Transportation","Airlines",60800,1967,"LUV"
134,134.02,126.21,1270591,2215436.7,2215436.7,173.67,2.15457,159047113.872,70,20186665590,2.63828,21.0231,159591000,"James M. Loree","New Britain","Connecticut","Consumer Durables","Tools & Hardware",59438,1843,"SWK"
78.64,80.06,77.93,8333421,9932533.6,9932533.6,99.72,2.10905,1164205554.6,50.02,91742574000,-12.1928,27.6943,1168100000,"Kevin R. Johnson","Seattle","Washington","Consumer Services","Restaurants",346000,1985,"SBUX"
64.62,64.62,61.88,3159126,2861661.5,2861661.5,85.89,3.23283,349376514.476,42.1,21983171760,1.05863,11.0704,351956000,"Ronald Philip O'Hanley","Boston","Massachusetts","Finance","Regional Banks",39103,1969,"STT"
160.98,164.57,160.01,430307,709222.7,709222.7,168.98,0.93269,84315571.755,105.69,13808404530,3.97751,33.3361,84813000,"Walter M. Rosebrough","Dublin","Dublin","Health Technology","Medical Specialties",12000,2016,"STE"
193.93,200,193.12,1694821,2093481.3,2093481.3,226.3,1.23457,346717024.484,124.54,73222649800,5.3326,32.7072,374828000,"Kevin A. Lobo","Kalamazoo","Michigan","Health Technology","Medical Specialties",40000,1941,"SYK"
224.87,225,214,547927,602223.6,602223.6,270.95,NA,51238531.6176,127.39,11106245920,1.75826,11.0784,51513200,"Gregory W. Becker","Santa Clara","California","Finance","Regional Banks",3564,1999,"SIVB"
22.01,22.16,21.01,10115668,9310133.7,9310133.7,38.18,4.51745,581626497.272,12.15,12397957920,1.01116,4.38521,583708000,"Margaret M. Keane","Stamford","Connecticut","Finance","Finance/Rental/Leasing",16500,2003,"SYF"
170.56,178.3299,169.4366,1246885,1184452.8,1184452.8,178.3299,NA,149865115.797,104.9,26244825450,5.94901,54.7976,150789000,"Chi-Foon Chan","Mountain View","California","Technology Services","Packaged Software",13896,1986,"SNPS"
57.6,57.6,55.37,4973684,5417884.6,5417884.6,85.98,3.26619,506689566.678,26,28401227100,13.7768,20.8592,507618000,"Kevin Hourican","Houston","Texas","Distribution Services","Food Distributors",69000,1969,"SYY"
97.52,99.999,97.15,5460154,7148691.2,7148691.2,102.73,NA,383961753.84,63.5,122612107200,2.84011,23.4966,1235760000,"G. Michael Sievert","Bellevue","Washington","Communications","Wireless Telecommunications",53000,1994,"TMUS"
123.89,123.89,120.38,1088114,1541248.7,1541248.7,139.815,2.93974,223683852.686,82.51,27456062340,4.05574,15.2585,227549000,"William Joseph Stromberg","Baltimore","Maryland","Finance","Investment Managers",7365,1937,"TROW"
133.8,136.53,133.57,2347229,3966157.7,3966157.7,149.28,NA,112660913.364,100,15276338010,5.82003,36.7413,113943000,"Strauss H. Zelnick","New York","New York","Consumer Durables","Recreational Products",5800,1993,"TTWO"
15.38,15.47,13.84,6315455,7274034.6,7274034.6,32.44,8.77763,275173071.7,10.18,3862611020,1.59511,NA,276098000,"Olajide James Zeitlin","New York","New York","Retail Trade","Apparel/Footwear Retail",21000,1941,"TPR"
117.87,120.23,117.46,6137348,7878179.4,7878179.4,130.24,2.29326,498448235.52,79.13,59205525600,5.15272,21.3438,499920000,"Brian C. Cornell","Minneapolis","Minnesota","Retail Trade","Specialty Stores",368000,1902,"TGT"
83.85,85.47,82.33,3425067,1942931,1942931,101,2.38154,329056364.8,48.62,27304817440,2.94409,39.4133,329848000,"Terrence R. Curtin","Schaffhausen","Schaffhausen","Electronic Technology","Electronic Components",78000,2000,"TEL"
7.998,8,7.64,7983767,6946307,6946307,28.57,1.69935,419436370.353,4.49,3436392960,0.845452,NA,447447000,"Douglas J. Pferdehirt","London","Greater London","Industrial Services","Oilfield Services/Equipment",37000,2015,"FTI"
350.1509,358.98,350.1509,309718,307884.9,307884.9,398.65,0.38857,46248008.5466,221.27,16633756566,5.28698,29.9263,46425400,"Liam J. Kelly","Wayne","Pennsylvania","Health Technology","Medical Specialties",14400,1943,"TFX"
117.58,118.68,115.51,3786606,5226314,5226314,135.7,3.11069,916260510.096,93.09,106342357510,13.7889,22.2024,917773000,"Richard K. Templeton","Dallas","Texas","Electronic Technology","Semiconductors",29768,1930,"TXN"
32.13,32.13,30.6536,2019818,1684253.2,1684253.2,54.24,0.26649,226595784.195,20.26,7061547900,1.23345,10.1227,227645000,"Scott C. Donnelly","Providence","Rhode Island","Electronic Technology","Aerospace & Defense",35000,1923,"TXT"
341.24,345.88,339.685,1287183,1567963.7,1567963.7,351.86,0.26461,393986924.609,250.21,135365505740,4.59921,36.4644,394951000,"Marc N. Casper","Waltham","Massachusetts","Health Technology","Medical Specialties",75000,1960,"TMO"
127.8,128.61,127.43,3327444,2461149.6,2461149.6,134.42,1.85052,120412125.99,78.6,15509039700,4.57277,28.1743,121335000,"Alessandro Bogliolo","New York","New York","Retail Trade","Specialty Stores",14100,1837,"TIF"
55.59,55.85,53.925,10408106,14700698.1,14700698.1,64.95,1.92872,1196498844.36,32.72,65581193600,13.9775,40.6379,1212670000,"Ernie L. Herrman","Framingham","Massachusetts","Retail Trade","Apparel/Footwear Retail",286000,1956,"TJX"
120.699,121.75,118.26,2259596,2002945.8,2002945.8,121.75,1.25888,114827296.54,63.8901,13757657400,9.49602,23.4432,115630000,"Gregory A. Sandfort","Brentwood","Tennessee","Retail Trade","Specialty Stores",33500,1938,"TSCO"
92.01,92.01,89.871,1180848,2061140.9,2061140.9,146.85,2.33121,238425550.632,70,21600482400,3.76829,18.5486,239208000,"Michael W. Lamach","Swords","Dublin","Producer Manufacturing","Industrial Conglomerates",50000,1871,"TT"
445.39,446.145,429.63,1100659,864805.9,864805.9,673.51,NA,51000506.7093,200.06,23312190699,-6.3498,31.5632,54072300,"Kevin M. Stein","Cleveland","Ohio","Electronic Technology","Aerospace & Defense",18300,2003,"TDG"
108.5,108.76,106.595,1995209,2430059.6,2430059.6,155.09,3.28947,251807210.316,76.99,27202625240,1.03672,11.1501,252836000,"Alan D. Schnitzer","New York","New York","Finance","Multi-Line Insurance",30800,1853,"TRV"
40.22,40.25,37.76,8038730,7605613.8,7605613.8,56.92,4.97375,1343300927.82,24.01,51405980500,0.795572,10.3053,1347470000,"Kelly S. King","Charlotte","North Carolina","Finance","Regional Banks",59000,1872,"TFC"
31.45,32.68,31.32,37297574,20280421.8,20280421.8,45.855,NA,754344674.487,20,24794276400,3.03188,21.0967,784629000,"Jack Dorsey","San Francisco","California","Technology Services","Internet Software/Services",4900,2006,"TWTR"
62.74,63.59,61.645,3086843,3138328,3138328,94.24,2.7255,286798325.87,42.57,22389628559.87,1.52434,11.6304,357319319.5,"Noel W. White","Springdale","Arkansas","Consumer Non-Durables","Food: Meat/Fish/Dairy",141000,1935,"TSN"
38.46,38.54,37.8,2052805,2683163,2683163,51.25,3.76471,291918857.068,29.2,11338366700,3.30003,68.7332,294886000,"Thomas W. Toomey","Highlands Ranch","Colorado","Finance","Real Estate Investment Trusts",1351,1972,"UDR"
251.8,252.89,241,1662736,1572159.6,1572159.6,368.83,NA,53740266.4435,124.05,13700664445,7.08262,19.5876,56309500,"Mary N. Dillon","Bolingbrook","Illinois","Retail Trade","Specialty Stores",44000,1990,"ULTA"
38.065,38.145,36.39,9030125,11316400.5,11316400.5,61.11,4.68881,1503324114.99,28.36,54994647900,1.18475,9.26414,1506290000,"Andrew J. Cecere","Minneapolis","Minnesota","Finance","Major Banks",69651,1929,"USB"
9.95,10,9.01,8792156,14426534.5,14426534.5,27.72,NA,187475064.832,7.15,4109541650,1.86583,NA,454093000,"Patrik Frisk","Baltimore","Maryland","Consumer Non-Durables","Apparel/Footwear",16400,1996,"UAA"
8.8379,8.8379,8.06,11724788,13407406.3,13407406.3,24.55,NA,192998477.991,6.37,3687235160,1.65151,NA,454093000,"Patrik Frisk","Baltimore","Maryland","Consumer Non-Durables","Apparel/Footwear",16400,1996,"UA"
173.65,173.65,169.33,4062335,4085381.5,4085381.5,188.96,2.23194,676543831.656,105.08,115702629680,6.63696,20.2081,678568000,"Lance M. Fritz","Omaha","Nebraska","Transportation","Railroads",37483,1969,"UNP"
30,30,28.53,57401175,70026242.1,70026242.1,96.03,NA,289339685.248,17.8,8390580480,0.775533,8.01367,290432000,"J. Scott Kirby","Chicago","Illinois","Transportation","Airlines",96000,1968,"UAL"
305.99,309.615,303.29,4387048,5474276,5474276,309.66,1.42213,942404257.62,187.72,288279068600,4.99816,21.2629,948380000,"David Scott Wichmann","Minnetonka","Minnesota","Health Services","Managed Health Care",325000,1977,"UNH"
99.96,101.1,98.33,5461395,4555536.9,4555536.9,125.31,4.16194,704069824.161,82,85970307240,25.3224,19.6478,862117000,"David P. Abney","Atlanta","Georgia","Transportation","Air Freight/Couriers",495000,1907,"UPS"
141,142.11,136.57,1325386,1588072.9,1588072.9,170.04,NA,71564534.8155,58.85,9915452190,2.78441,9.15746,72049500,"Matthew John Flannery","Stamford","Connecticut","Finance","Finance/Rental/Leasing",19100,1997,"URI"
111.01,111.01,106.37,458478,703561.5,703561.5,157.79,0.78701,74583887.0575,65.2,9108322938,1.66897,12.9876,84926088,"Alan B. Miller","King of Prussia","Pennsylvania","Health Services","Hospital/Nursing Management",80800,1979,"UHS"
16.8,16.82,15.6701,3626365,3538282.5,3538282.5,35.09,7.17884,202397204.24,9.58,3238446400,0.329366,3.36113,203420000,"Richard Paul McKenney","Chattanooga","Tennessee","Finance","Life/Health Insurance",10300,2009,"UNM"
62.68,62.7,58.66,3044000,3594802.1,3594802.1,100.25,3.20963,365699396.16,45.07,23205588800,5.16699,35.1882,394720000,"Steven E. Rendle","Greenwood Village","Colorado","Consumer Non-Durables","Apparel/Footwear",75000,1899,"VFC"
70.5,70.5,66.53,4991216,4976558.8,4976558.8,101.99,5.70597,406298553.935,31,27368833870,1.48652,70.2095,407699000,"Joseph W. Gorder","San Antonio","Texas","Energy Minerals","Oil Refining/Marketing",10222,1980,"VLO"
122.995,125.54,122.02,584759,739976.7,739976.7,150.06,NA,90557167.3138,89.62,11265588345,5.77647,43.4325,90814900,"Dow R. Wilson","Palo Alto","California","Health Technology","Medical Specialties",10062,1948,"VAR"
37.73,37.89,36.32,4270705,5037030.8,5037030.8,75.4,8.91953,371487565.875,13.345,13714237000,1.26841,16.9967,373075000,"Debra A. Cafaro","Chicago","Illinois","Finance","Real Estate Investment Trusts",516,1983,"VTR"
209.76,214.86,208.755,444247,702927.6,702927.6,221.78,NA,113915330.433,148.77,24584388420,-17.2413,31.2596,115539000,"D. James Bidzos","Reston","Virginia","Technology Services","Internet Software/Services",872,1995,"VRSN"
165,169.93,164.02,1274678,1004504.2,1004504.2,171.73,0.67306,160723218.565,116.6101,27314680060,12.5328,54.7477,162259000,"Scott G. Stephenson","Jersey City","New Jersey","Finance","Insurance Brokers/Services",9300,1971,"VRSK"
55.63,55.79,55.16,15434965,19142239.9,19142239.9,62.22,4.53039,4137044122,48.84,230569360000,3.73183,12.2256,4.138e+09,"Hans Erik Vestberg","New York","New York","Communications","Major Telecommunications",135000,1983,"VZ"
